,mean_exp_het,uniq_haps,mean_hap_ct,seg_sites,tajD,adj_LD,mat_sum,uniq_snp_pattern_ct,kelly_z
583,0.187984693877551,26,1.5384615384615385,147,-0.664616339544804,0.14646674217200692,1407,36,0.17304523524937673
584,0.16368470149253733,29,1.3793103448275863,134,-1.0542756457569447,0.10112172794915304,995,39,0.12054490407177047
585,0.13772203947368425,29,1.3793103448275863,152,-1.4756662380834262,0.13124104365335185,1083,46,0.14601441462557047
586,0.26977459016393446,25,1.6,122,0.6510262944986406,0.21504481630380717,1154,36,0.19979984040692939
587,0.26260906040268456,21,1.9047619047619047,149,0.5382745808966845,0.23429968875995505,1441,31,0.22253713949247647
588,0.18052325581395348,25,1.6,86,-0.7742366194967847,0.14121614420492185,412,32,0.09056681396616789
589,0.2687631578947368,27,1.4814814814814814,190,0.6401537591676674,0.3300312247648172,2230,40,0.32261457553857215
590,0.23311991869918702,25,1.6,123,0.06260782487403314,0.14207057674294166,883,35,0.14332938983774324
591,0.24276999999999999,27,1.4814814814814814,125,0.2176339248552928,0.14199622122728853,1153,39,0.1585059776341024
592,0.25497794117647066,20,2.0,170,0.41623980648310294,0.3137307529199173,1999,31,0.2669151602694157
593,0.21466942148760332,28,1.4285714285714286,121,-0.23355136856451783,0.14345905733377773,1184,38,0.1633884959461601
594,0.1648050458715596,25,1.6,109,-1.0312230831275149,0.10500416069193959,565,34,0.09990451486148205
595,0.16316250000000004,30,1.3333333333333333,100,-1.055056983752584,0.0676960525316858,611,40,0.10237527406083116
596,0.17771484375000007,24,1.6666666666666667,128,-0.8277463765370816,0.18390669213889116,1054,31,0.18516985870491193
597,0.2710557432432433,26,1.5384615384615385,148,0.6743609912841486,0.18560382590892996,1285,38,0.16908263872075333
598,0.2132432432432432,22,1.8181818181818181,74,-0.25269800831629574,0.12529610566013727,492,26,0.13533763534617874
599,0.22403761061946903,23,1.7391304347826086,113,-0.08305144605005971,0.14137662439393542,849,31,0.12270806390817574
600,0.27052158273381294,25,1.6,139,0.6649168124481135,0.19542531837543897,1226,40,0.17095182153045005
601,0.18849693251533742,27,1.4814814814814814,163,-0.6576207020333181,0.16971940690860624,1304,40,0.19307357685951104
602,0.2011499999999999,24,1.6666666666666667,125,-0.4508807743435489,0.12905350443723146,1009,31,0.1750321400576221
603,0.19652631578947363,30,1.3333333333333333,95,-0.5214102014379136,0.1071450996930016,602,42,0.1052716504770213
604,0.25517857142857137,24,1.6666666666666667,119,0.41646654373628855,0.22383994205813595,1001,31,0.1713175121079487
605,0.3068189964157706,29,1.3793103448275863,279,1.262386373384104,0.38668724682408756,3796,39,0.39214283064097527
606,0.25644859813084114,24,1.6666666666666667,107,0.43567772170806474,0.21373331243599417,916,28,0.21418974553809364
607,0.2017333333333333,26,1.5384615384615385,75,-0.43495443931270783,0.21397904052407218,822,32,0.19200110018808447
608,0.3330225988700565,27,1.4814814814814814,177,1.678574608980757,0.36820732883764345,2174,36,0.36026659630111674
609,0.34037006578947365,23,1.7391304347826086,152,1.7925885718714951,0.34279553677118313,1817,29,0.33299438543478566
610,0.16019345238095242,28,1.4285714285714286,84,-1.0966119019599014,0.0464269158136727,341,40,0.06395362191603284
611,0.211849593495935,20,2.0,123,-0.27891693583486293,0.26290577976943724,1164,25,0.21004529004812084
612,0.20909957627118642,32,1.25,118,-0.3227560567412657,0.09639859068226489,747,46,0.10164754536185412
613,0.3444410569105691,25,1.6,123,1.8500240832616326,0.38359150404098874,1541,29,0.35652232774499315
614,0.2730808823529412,26,1.5384615384615385,170,0.7087849947638908,0.23042813774953447,1831,34,0.2427117004370049
615,0.24994140625000003,19,2.1052631578947367,64,0.32582376661390683,0.16966579779261298,443,23,0.1450139779978598
616,0.2479699999999999,27,1.4814814814814814,125,0.30115810639863694,0.12676949986394573,937,36,0.14167156265600775
617,0.18103540772532184,20,2.0,233,-0.7822730085498537,0.3896271717302703,3241,29,0.40750967165901364
618,0.18726145038167943,29,1.3793103448275863,131,-0.6746677629167297,0.09720103643172463,1089,40,0.13748019799930158
619,0.2471609042553192,30,1.3333333333333333,188,0.2903875824883697,0.20779976593513036,2015,41,0.22818084378753362
620,0.2424207746478873,29,1.3793103448275863,142,0.21260520171734457,0.11881205425792687,1099,42,0.13590048244363442
621,0.3192962962962963,21,1.9047619047619047,135,1.4492732977746832,0.32550726827453735,1492,28,0.30861201233645724
622,0.2409777227722772,27,1.4814814814814814,101,0.18783166173363078,0.16894260526255184,801,34,0.14889888979323884
623,0.23539062500000005,30,1.3333333333333333,96,0.0984288007783856,0.12400298001167437,744,37,0.1397499826973127
624,0.16504844961240314,25,1.6,129,-1.0314851592736465,0.11107280395118499,1001,37,0.1268735915645233
625,0.27721153846153845,27,1.4814814814814814,130,0.7715220397072557,0.22989461933943098,1118,34,0.1927360882357954
626,0.25993055555555555,26,1.5384615384615385,162,0.4958594854324021,0.15017553051836216,1359,35,0.18606220845942273
627,0.19105952380952376,25,1.6,105,-0.6103147778490974,0.1201354006481794,643,33,0.11482070738580062
628,0.18670454545454548,26,1.5384615384615385,121,-0.6823948824507703,0.09269625697134325,701,38,0.10587629505109826
629,0.20659313725490192,27,1.4814814814814814,102,-0.36159842186015806,0.18407845233557846,748,38,0.13701793039512197
630,0.30083333333333334,26,1.5384615384615385,171,1.157381914198527,0.2660142803594326,1890,34,0.28014407114367124
